worker_id,department,location,order_detail,shift,season,detailed_order,office_location,assigned_starbucks,adjusted_order_time,adjusted_pickup_time,prep_time_minutes,time_slot,expected_wait_time_minutes
1743,HR,Starbucks_2,Mocha - Regular - Sweetener - Medium - Caramel Drizzle,Afternoon,Fall,Small - Oat Milk - Extra Sweetener - None,Office_B,Starbucks_1,2025-03-08 13:52:00,2025-03-08 13:59:00,4.0,Late Afternoon (2:00 PM - 4:00 PM),5
1744,HR,Starbucks_2,Latte - Almond Milk - Sweetener - Small - None,Morning,Winter,Medium - Almond Milk - Extra Sweetener - Flavored Syrup,Office_A,Starbucks_1,2025-03-08 08:13:00,2025-03-08 08:23:00,3.0,Late Afternoon (2:00 PM - 4:00 PM),5
1745,Operations,Starbucks_2,Coffee - Regular - Sweetener - Large - Caramel Drizzle,Evening,Spring,Medium - Regular - No Sugar - Extra Shot,Office_E,Starbucks_3,2025-03-08 17:35:00,2025-03-08 17:45:00,,Morning Rush (8:00 AM - 10:00 AM),6
1746,Marketing,Starbucks_3,Cappuccino - Oat Milk - Extra Sweetener - Medium - Caramel Drizzle,Afternoon,Summer,Large - Regular - Regular Sugar - Flavored Syrup,Office_C,Starbucks_1,2025-03-08 13:17:00,2025-03-08 13:22:00,5.0,Morning Rush (8:00 AM - 10:00 AM),7
1747,Finance,Starbucks_3,Coffee - Regular - Extra Sweetener - Small - Caramel Drizzle,Morning,,Large - Oat Milk - No Sugar - Extra Shot,Office_B,Starbucks_2,2025-03-08 08:45:00,2025-03-08 08:50:00,3.0,Midday (10:00 AM - 12:00 PM),4
1748,Marketing,Starbucks_1,Frappuccino - Regular - Extra Sweetener - Medium - None,Evening,Summer,Large - Regular - Extra Sweetener - Extra Shot,Office_C,Starbucks_3,2025-03-08 17:26:00,2025-03-08 17:45:00,4.0,Morning Rush (8:00 AM - 10:00 AM),5
1749,HR,Starbucks_3,Coffee - Soy Milk - Sweetener - Large - Flavored Syrup,Afternoon,Spring,Medium - Regular - Extra Sweetener - Extra Shot,Office_D,Starbucks_1,2025-03-08 12:01:00,2025-03-08 12:08:00,6.0,Late Afternoon (2:00 PM - 4:00 PM),8
1750,Support,Starbucks_1,Espresso - Coconut Milk - Regular Sugar - Large - Flavored Syrup,Morning,Winter,Small - Almond Milk - Regular Sugar - Extra Shot,Office_C,Starbucks_1,2025-03-08 07:10:00,2025-03-08 07:19:00,5.0,Midday (10:00 AM - 12:00 PM),6
1751,Sales,Starbucks_3,Frappuccino - Oat Milk - No Sugar - Medium - None,Morning,Fall,Small - Soy Milk - Extra Sweetener - Flavored Syrup,Office_B,Starbucks_2,2025-03-08 08:02:00,2025-03-08 08:19:00,5.0,Afternoon (12:00 PM - 2:00 PM),7
1752,Finance,Starbucks_1,Tea - Coconut Milk - Regular Sugar - Large - Caramel Drizzle,Evening,Summer,Small - Regular - Extra Sweetener - Extra Shot,Office_C,Starbucks_3,2025-03-08 16:58:00,2025-03-08 17:17:00,4.0,Morning Rush (8:00 AM - 10:00 AM),5
1753,Finance,Starbucks_2,Iced Coffee - Almond Milk - No Sugar - Large - Flavored Syrup,Morning,,Medium - Almond Milk - Extra Sweetener - None,Office_C,Starbucks_2,2025-03-08 07:50:00,,6.0,Late Afternoon (2:00 PM - 4:00 PM),8
1754,Operations,Starbucks_3,,Morning,Spring,Medium - Soy Milk - Extra Sweetener - None,Office_D,Starbucks_2,2025-03-08 09:49:00,2025-03-08 09:57:00,4.0,Midday (10:00 AM - 12:00 PM),6
1755,Sales,Starbucks_1,Mocha - Regular - No Sugar - Small - Extra Shot,Evening,Spring,Large - Soy Milk - No Sugar - Flavored Syrup,Office_B,Starbucks_3,2025-03-08 17:23:00,,5.0,Morning Rush (8:00 AM - 10:00 AM),7
1756,Operations,Starbucks_3,,Morning,,Small - Almond Milk - Extra Sweetener - None,Office_E,Starbucks_3,2025-03-08 09:30:00,2025-03-08 09:47:00,7.0,Afternoon (12:00 PM - 2:00 PM),9
1757,Engineering,Starbucks_2,Coffee - Oat Milk - Sweetener - Medium - Extra Shot,Afternoon,Fall,Large - Oat Milk - Extra Sweetener - Extra Shot,Office_D,Starbucks_2,2025-03-08 13:57:00,2025-03-08 14:07:00,,Late Afternoon (2:00 PM - 4:00 PM),7
1758,Finance,Starbucks_1,Coffee - Oat Milk - No Sugar - Large - Flavored Syrup,Morning,Summer,Small - Soy Milk - No Sugar - None,Office_E,Starbucks_3,2025-03-08 07:00:00,2025-03-08 07:05:00,6.0,Late Afternoon (2:00 PM - 4:00 PM),8
1759,HR,Starbucks_3,Espresso - Regular - Sweetener - Small - Flavored Syrup,Evening,Summer,Large - Oat Milk - Extra Sweetener - Extra Shot,Office_A,Starbucks_1,2025-03-08 17:19:00,2025-03-08 17:27:00,6.0,Morning Rush (8:00 AM - 10:00 AM),8
1760,Engineering,Starbucks_3,Iced Coffee - Almond Milk - Sweetener - Medium - None,Afternoon,Winter,Large - Soy Milk - Sweetener - Flavored Syrup,Office_B,Starbucks_1,2025-03-08 12:36:00,2025-03-08 12:55:00,5.0,,7
1761,Marketing,Starbucks_2,Frappuccino - Regular - Extra Sweetener - Large - None,Afternoon,Fall,Small - Regular - Regular Sugar - None,Office_C,Starbucks_3,2025-03-08 12:09:00,2025-03-08 12:24:00,5.0,Midday (10:00 AM - 12:00 PM),6
1762,Support,Starbucks_2,Frappuccino - Soy Milk - Regular Sugar - Large - Extra Shot,Evening,Spring,Medium - Almond Milk - Regular Sugar - Flavored Syrup,Office_C,Starbucks_3,2025-03-08 17:18:00,2025-03-08 17:37:00,5.0,Morning Rush (8:00 AM - 10:00 AM),6
1763,Operations,Starbucks_1,Mocha - Regular - Regular Sugar - Small - None,Afternoon,,Medium - Soy Milk - Regular Sugar - Extra Shot,Office_A,Starbucks_2,2025-03-08 12:38:00,2025-03-08 12:54:00,4.0,Afternoon (12:00 PM - 2:00 PM),5
1764,Support,Starbucks_3,Frappuccino - Coconut Milk - Regular Sugar - Medium - Caramel Drizzle,Afternoon,Winter,Large - Oat Milk - Extra Sweetener - Flavored Syrup,Office_E,Starbucks_1,2025-03-08 13:25:00,2025-03-08 13:31:00,4.0,Midday (10:00 AM - 12:00 PM),5
1765,Operations,Starbucks_3,Tea - Oat Milk - No Sugar - Medium - Extra Shot,Evening,Winter,Small - Soy Milk - No Sugar - Flavored Syrup,Office_D,Starbucks_2,2025-03-08 17:56:00,2025-03-08 18:04:00,5.0,Afternoon (12:00 PM - 2:00 PM),7
1766,Operations,Starbucks_2,Tea - Almond Milk - Extra Sweetener - Large - Extra Shot,Evening,Fall,Medium - Soy Milk - No Sugar - Extra Shot,Office_B,Starbucks_1,2025-03-08 16:46:00,2025-03-08 17:01:00,5.0,Midday (10:00 AM - 12:00 PM),6
1767,Support,Starbucks_2,Iced Coffee - Coconut Milk - Regular Sugar - Small - Caramel Drizzle,Afternoon,Summer,Small - Almond Milk - Regular Sugar - Flavored Syrup,Office_B,Starbucks_1,2025-03-08 13:17:00,2025-03-08 13:27:00,3.0,Afternoon (12:00 PM - 2:00 PM),4
1768,Sales,Starbucks_1,,Evening,,Medium - Oat Milk - Sweetener - None,Office_A,Starbucks_3,2025-03-08 17:55:00,2025-03-08 18:08:00,5.0,Afternoon (12:00 PM - 2:00 PM),7
1769,HR,Starbucks_3,Latte - Coconut Milk - Regular Sugar - Medium - Flavored Syrup,Morning,Winter,Large - Oat Milk - Regular Sugar - None,Office_C,Starbucks_2,2025-03-08 08:17:00,2025-03-08 08:25:00,5.0,Late Afternoon (2:00 PM - 4:00 PM),6
1770,Marketing,Starbucks_3,Cappuccino - Oat Milk - Sweetener - Large - Extra Shot,Afternoon,Summer,Small - Regular - Extra Sweetener - Flavored Syrup,Office_B,Starbucks_1,2025-03-08 13:25:00,2025-03-08 13:43:00,6.0,,8
1771,Support,Starbucks_1,Latte - Soy Milk - Regular Sugar - Medium - Extra Shot,Morning,Fall,Large - Almond Milk - Sweetener - Flavored Syrup,Office_C,Starbucks_3,2025-03-08 09:02:00,2025-03-08 09:20:00,6.0,Late Afternoon (2:00 PM - 4:00 PM),7
1772,Sales,Starbucks_1,,Afternoon,Summer,Small - Regular - Extra Sweetener - Flavored Syrup,Office_C,Starbucks_3,2025-03-08 13:03:00,2025-03-08 13:22:00,5.0,Late Afternoon (2:00 PM - 4:00 PM),6
1773,Support,Starbucks_2,Coffee - Soy Milk - Regular Sugar - Medium - None,Morning,Spring,Medium - Regular - Extra Sweetener - Flavored Syrup,Office_C,Starbucks_2,2025-03-08 08:27:00,2025-03-08 08:36:00,4.0,Morning Rush (8:00 AM - 10:00 AM),5
1774,Engineering,Starbucks_2,Coffee - Almond Milk - Extra Sweetener - Medium - Caramel Drizzle,Afternoon,Fall,Medium - Oat Milk - Extra Sweetener - Extra Shot,Office_B,Starbucks_3,2025-03-08 13:06:00,2025-03-08 13:25:00,4.0,Midday (10:00 AM - 12:00 PM),5
1775,Operations,Starbucks_1,Espresso - Soy Milk - Extra Sweetener - Small - Caramel Drizzle,Afternoon,Fall,Small - Oat Milk - No Sugar - Flavored Syrup,Office_E,Starbucks_3,2025-03-08 12:42:00,,4.0,Morning Rush (8:00 AM - 10:00 AM),6
1776,Finance,Starbucks_1,Latte - Coconut Milk - Regular Sugar - Small - None,Morning,Fall,Small - Regular - No Sugar - Flavored Syrup,Office_E,Starbucks_2,2025-03-08 09:45:00,2025-03-08 09:54:00,4.0,Late Afternoon (2:00 PM - 4:00 PM),6
1777,Sales,Starbucks_3,,Morning,Winter,Small - Oat Milk - Sweetener - Extra Shot,Office_C,Starbucks_3,2025-03-08 08:42:00,2025-03-08 08:48:00,6.0,Morning Rush (8:00 AM - 10:00 AM),8
1778,Engineering,Starbucks_1,Latte - Coconut Milk - Sweetener - Small - None,Afternoon,Fall,Medium - Oat Milk - Regular Sugar - None,Office_B,Starbucks_3,2025-03-08 13:30:00,2025-03-08 13:35:00,4.0,Afternoon (12:00 PM - 2:00 PM),6
1779,Sales,Starbucks_1,Tea - Regular - Regular Sugar - Medium - Extra Shot,Morning,,Medium - Oat Milk - Extra Sweetener - None,Office_E,Starbucks_2,2025-03-08 07:45:00,2025-03-08 07:56:00,6.0,,8
1780,Operations,Starbucks_3,Espresso - Regular - Sweetener - Small - None,Morning,Fall,Medium - Regular - Regular Sugar - None,Office_D,Starbucks_1,2025-03-08 07:14:00,2025-03-08 07:22:00,3.0,Late Afternoon (2:00 PM - 4:00 PM),4
1781,Marketing,Starbucks_1,Iced Coffee - Soy Milk - Extra Sweetener - Large - Caramel Drizzle,Afternoon,,Large - Soy Milk - No Sugar - Flavored Syrup,Office_A,Starbucks_1,2025-03-08 12:54:00,2025-03-08 13:05:00,4.0,Morning Rush (8:00 AM - 10:00 AM),6
1782,Finance,Starbucks_2,,Morning,Winter,Medium - Oat Milk - Extra Sweetener - Flavored Syrup,Office_C,Starbucks_2,2025-03-08 07:39:00,2025-03-08 07:44:00,3.0,Midday (10:00 AM - 12:00 PM),4
1783,Marketing,Starbucks_2,Espresso - Oat Milk - Sweetener - Medium - Extra Shot,Afternoon,Summer,Large - Soy Milk - Sweetener - Extra Shot,Office_E,Starbucks_2,2025-03-08 12:58:00,2025-03-08 13:04:00,6.0,Morning Rush (8:00 AM - 10:00 AM),7
1784,Support,Starbucks_3,Coffee - Almond Milk - Sweetener - Large - None,Afternoon,,Small - Soy Milk - Extra Sweetener - None,Office_E,Starbucks_1,2025-03-08 12:46:00,2025-03-08 12:53:00,5.0,Midday (10:00 AM - 12:00 PM),7
1785,Operations,Starbucks_1,Frappuccino - Oat Milk - Regular Sugar - Large - None,Afternoon,Spring,Large - Soy Milk - Sweetener - None,Office_D,Starbucks_3,2025-03-08 13:11:00,2025-03-08 13:30:00,5.0,,7
1786,Operations,Starbucks_2,Tea - Soy Milk - Extra Sweetener - Medium - Flavored Syrup,Morning,Fall,Small - Regular - Sweetener - Extra Shot,Office_A,Starbucks_2,2025-03-08 08:34:00,2025-03-08 08:52:00,7.0,Late Afternoon (2:00 PM - 4:00 PM),8
1787,Engineering,Starbucks_2,,Afternoon,Spring,Large - Regular - Sweetener - Extra Shot,Office_C,Starbucks_2,2025-03-08 13:15:00,2025-03-08 13:32:00,4.0,Late Afternoon (2:00 PM - 4:00 PM),6
1788,Engineering,Starbucks_2,,Afternoon,Winter,Small - Regular - Extra Sweetener - None,Office_C,Starbucks_3,2025-03-08 13:35:00,2025-03-08 13:48:00,7.0,Afternoon (12:00 PM - 2:00 PM),8
1789,Sales,Starbucks_2,Tea - Oat Milk - Regular Sugar - Small - None,Morning,Summer,Small - Regular - Regular Sugar - Extra Shot,Office_A,Starbucks_3,2025-03-08 07:56:00,2025-03-08 08:07:00,4.0,Morning Rush (8:00 AM - 10:00 AM),6
1790,Engineering,Starbucks_1,Latte - Regular - Sweetener - Medium - None,Afternoon,Spring,Medium - Regular - No Sugar - Flavored Syrup,Office_D,Starbucks_2,2025-03-08 13:26:00,2025-03-08 13:33:00,4.0,Afternoon (12:00 PM - 2:00 PM),6
1791,Support,Starbucks_1,Tea - Soy Milk - No Sugar - Small - Caramel Drizzle,Morning,,Medium - Regular - Regular Sugar - Flavored Syrup,Office_E,Starbucks_1,2025-03-08 07:55:00,2025-03-08 08:14:00,3.0,Morning Rush (8:00 AM - 10:00 AM),4
1792,Engineering,Starbucks_1,Frappuccino - Almond Milk - Sweetener - Small - None,Evening,Spring,Medium - Oat Milk - No Sugar - None,Office_C,Starbucks_3,2025-03-08 16:06:00,2025-03-08 16:23:00,3.0,Late Afternoon (2:00 PM - 4:00 PM),5
1793,Finance,Starbucks_1,Cappuccino - Oat Milk - Extra Sweetener - Medium - Extra Shot,Evening,,Medium - Oat Milk - Regular Sugar - Flavored Syrup,Office_B,Starbucks_2,2025-03-08 16:08:00,2025-03-08 16:24:00,5.0,Midday (10:00 AM - 12:00 PM),6
1794,Finance,Starbucks_2,Coffee - Oat Milk - Extra Sweetener - Small - None,Morning,Summer,Medium - Regular - No Sugar - None,Office_B,Starbucks_3,2025-03-08 07:58:00,2025-03-08 08:13:00,4.0,Morning Rush (8:00 AM - 10:00 AM),5
1795,Support,Starbucks_3,Latte - Regular - Sweetener - Small - Flavored Syrup,Afternoon,Summer,Small - Soy Milk - Extra Sweetener - Extra Shot,Office_B,Starbucks_1,2025-03-08 13:42:00,2025-03-08 13:47:00,6.0,Morning Rush (8:00 AM - 10:00 AM),7
1796,Support,Starbucks_3,Tea - Oat Milk - No Sugar - Medium - Caramel Drizzle,Evening,Summer,Small - Almond Milk - Regular Sugar - Extra Shot,Office_D,Starbucks_1,2025-03-08 16:34:00,2025-03-08 16:44:00,5.0,Late Afternoon (2:00 PM - 4:00 PM),6
1797,Marketing,Starbucks_2,Tea - Regular - Regular Sugar - Large - None,Evening,Summer,Large - Soy Milk - Regular Sugar - Flavored Syrup,Office_E,Starbucks_1,2025-03-08 17:35:00,2025-03-08 17:53:00,,Morning Rush (8:00 AM - 10:00 AM),7
1798,Sales,Starbucks_2,Mocha - Almond Milk - Sweetener - Large - Flavored Syrup,Morning,Summer,Small - Regular - Regular Sugar - Flavored Syrup,Office_C,Starbucks_2,2025-03-08 09:14:00,2025-03-08 09:21:00,6.0,Late Afternoon (2:00 PM - 4:00 PM),7
1799,Support,Starbucks_3,Cappuccino - Almond Milk - Extra Sweetener - Medium - Flavored Syrup,Morning,Fall,Small - Regular - Sweetener - Extra Shot,Office_E,Starbucks_3,2025-03-08 09:01:00,2025-03-08 09:11:00,7.0,Afternoon (12:00 PM - 2:00 PM),9
1800,HR,Starbucks_3,Tea - Regular - No Sugar - Small - Caramel Drizzle,Evening,Winter,Small - Soy Milk - No Sugar - None,Office_B,Starbucks_3,2025-03-08 17:41:00,,3.0,Morning Rush (8:00 AM - 10:00 AM),5
1801,Sales,Starbucks_2,,Evening,Summer,Small - Almond Milk - Sweetener - Flavored Syrup,Office_A,Starbucks_2,2025-03-08 17:21:00,2025-03-08 17:37:00,5.0,Late Afternoon (2:00 PM - 4:00 PM),7
1802,Operations,Starbucks_2,Iced Coffee - Soy Milk - No Sugar - Large - Flavored Syrup,Afternoon,Winter,Medium - Oat Milk - Regular Sugar - Extra Shot,Office_A,Starbucks_3,2025-03-08 13:05:00,2025-03-08 13:20:00,6.0,Midday (10:00 AM - 12:00 PM),7
1803,Support,Starbucks_1,Tea - Coconut Milk - Extra Sweetener - Medium - None,Afternoon,Summer,Medium - Almond Milk - Regular Sugar - None,Office_C,Starbucks_3,2025-03-08 13:41:00,2025-03-08 13:58:00,4.0,Midday (10:00 AM - 12:00 PM),5
1804,Finance,Starbucks_1,Mocha - Almond Milk - Sweetener - Large - None,Morning,Winter,Small - Soy Milk - Extra Sweetener - None,Office_A,Starbucks_1,2025-03-08 08:14:00,2025-03-08 08:24:00,4.0,Afternoon (12:00 PM - 2:00 PM),6
1805,Marketing,Starbucks_3,Mocha - Soy Milk - Extra Sweetener - Large - Caramel Drizzle,Evening,Spring,Small - Oat Milk - Regular Sugar - Extra Shot,Office_A,Starbucks_1,2025-03-08 16:33:00,2025-03-08 16:41:00,4.0,Midday (10:00 AM - 12:00 PM),6
1806,Support,Starbucks_2,Latte - Oat Milk - Extra Sweetener - Medium - Flavored Syrup,Afternoon,,Large - Almond Milk - Regular Sugar - Flavored Syrup,Office_E,Starbucks_2,2025-03-08 13:41:00,2025-03-08 13:57:00,6.0,Late Afternoon (2:00 PM - 4:00 PM),8
1807,Operations,Starbucks_3,Latte - Coconut Milk - Regular Sugar - Large - Extra Shot,Afternoon,Fall,Small - Oat Milk - Extra Sweetener - Extra Shot,Office_E,Starbucks_2,2025-03-08 12:27:00,2025-03-08 12:35:00,6.0,Morning Rush (8:00 AM - 10:00 AM),7
1808,Engineering,Starbucks_1,Iced Coffee - Coconut Milk - Sweetener - Medium - Extra Shot,Morning,Summer,Small - Oat Milk - Extra Sweetener - Extra Shot,Office_A,Starbucks_2,2025-03-08 08:58:00,2025-03-08 09:03:00,,Midday (10:00 AM - 12:00 PM),8
1809,Finance,Starbucks_1,Tea - Soy Milk - No Sugar - Small - Flavored Syrup,Evening,Winter,Small - Oat Milk - Sweetener - None,Office_A,Starbucks_2,2025-03-08 16:31:00,2025-03-08 16:39:00,7.0,Midday (10:00 AM - 12:00 PM),9
1810,Finance,Starbucks_3,Latte - Oat Milk - Extra Sweetener - Small - Flavored Syrup,Evening,Winter,Medium - Oat Milk - Regular Sugar - Extra Shot,Office_B,Starbucks_1,2025-03-08 17:10:00,,6.0,Late Afternoon (2:00 PM - 4:00 PM),7
1811,HR,Starbucks_1,,Morning,Winter,Large - Oat Milk - Regular Sugar - None,Office_C,Starbucks_1,2025-03-08 07:20:00,2025-03-08 07:26:00,4.0,Late Afternoon (2:00 PM - 4:00 PM),6
1812,Marketing,Starbucks_2,Coffee - Oat Milk - No Sugar - Medium - Flavored Syrup,Afternoon,Summer,Large - Oat Milk - Extra Sweetener - None,Office_A,Starbucks_3,2025-03-08 12:17:00,,5.0,Afternoon (12:00 PM - 2:00 PM),6
1813,Engineering,Starbucks_3,Tea - Coconut Milk - Regular Sugar - Large - Extra Shot,Morning,Spring,Medium - Oat Milk - No Sugar - Flavored Syrup,Office_C,Starbucks_1,2025-03-08 07:15:00,2025-03-08 07:31:00,6.0,Late Afternoon (2:00 PM - 4:00 PM),7
1814,Marketing,Starbucks_2,Frappuccino - Soy Milk - Extra Sweetener - Medium - Flavored Syrup,Morning,Spring,Small - Almond Milk - No Sugar - None,Office_E,Starbucks_2,2025-03-08 08:18:00,2025-03-08 08:30:00,6.0,,7
1815,Finance,Starbucks_2,Iced Coffee - Oat Milk - Sweetener - Medium - None,Evening,Spring,Large - Almond Milk - Sweetener - None,Office_A,Starbucks_1,2025-03-08 16:56:00,2025-03-08 17:14:00,4.0,Morning Rush (8:00 AM - 10:00 AM),5
1816,HR,Starbucks_1,Tea - Coconut Milk - No Sugar - Small - Caramel Drizzle,Evening,Winter,Medium - Oat Milk - Extra Sweetener - Flavored Syrup,Office_E,Starbucks_2,2025-03-08 17:14:00,2025-03-08 17:27:00,3.0,,5
1817,Marketing,Starbucks_2,Frappuccino - Almond Milk - No Sugar - Small - Flavored Syrup,Morning,Winter,Large - Soy Milk - Sweetener - Flavored Syrup,Office_B,Starbucks_3,2025-03-08 08:36:00,2025-03-08 08:49:00,,Midday (10:00 AM - 12:00 PM),8
1818,Engineering,Starbucks_3,Mocha - Oat Milk - No Sugar - Medium - None,Afternoon,,Large - Almond Milk - Regular Sugar - Flavored Syrup,Office_A,Starbucks_3,2025-03-08 13:09:00,2025-03-08 13:22:00,4.0,Morning Rush (8:00 AM - 10:00 AM),6
1819,Sales,Starbucks_2,Iced Coffee - Coconut Milk - Regular Sugar - Medium - Extra Shot,Afternoon,Fall,Small - Soy Milk - Extra Sweetener - Extra Shot,Office_A,Starbucks_3,2025-03-08 12:58:00,2025-03-08 13:16:00,7.0,Late Afternoon (2:00 PM - 4:00 PM),9
1820,Marketing,Starbucks_2,Mocha - Almond Milk - Extra Sweetener - Medium - Extra Shot,Afternoon,,Large - Almond Milk - Extra Sweetener - Extra Shot,Office_E,Starbucks_2,2025-03-08 13:44:00,2025-03-08 13:55:00,7.0,Afternoon (12:00 PM - 2:00 PM),8
1821,Engineering,Starbucks_2,Coffee - Regular - Sweetener - Medium - None,Morning,Spring,Small - Soy Milk - Regular Sugar - Extra Shot,Office_E,Starbucks_1,2025-03-08 09:09:00,2025-03-08 09:24:00,5.0,Morning Rush (8:00 AM - 10:00 AM),6
1822,Support,Starbucks_2,Tea - Almond Milk - No Sugar - Medium - Flavored Syrup,Morning,Summer,Medium - Almond Milk - Sweetener - Flavored Syrup,Office_D,Starbucks_2,2025-03-08 09:47:00,2025-03-08 10:01:00,6.0,Midday (10:00 AM - 12:00 PM),7
1823,Marketing,Starbucks_2,Latte - Almond Milk - Regular Sugar - Medium - Flavored Syrup,Evening,Summer,Small - Oat Milk - Extra Sweetener - Flavored Syrup,Office_B,Starbucks_1,2025-03-08 16:41:00,2025-03-08 16:58:00,6.0,Late Afternoon (2:00 PM - 4:00 PM),8
1824,Marketing,Starbucks_1,Tea - Coconut Milk - No Sugar - Medium - Caramel Drizzle,Morning,Spring,Small - Oat Milk - Sweetener - Extra Shot,Office_E,Starbucks_1,2025-03-08 08:41:00,2025-03-08 08:57:00,4.0,Late Afternoon (2:00 PM - 4:00 PM),6
1825,Operations,Starbucks_3,,Evening,Spring,Medium - Soy Milk - Sweetener - Extra Shot,Office_B,Starbucks_1,2025-03-08 16:54:00,2025-03-08 17:10:00,3.0,Midday (10:00 AM - 12:00 PM),4
1826,Support,Starbucks_1,Espresso - Coconut Milk - Sweetener - Medium - Extra Shot,Afternoon,Summer,Medium - Almond Milk - No Sugar - Flavored Syrup,Office_A,Starbucks_3,2025-03-08 13:28:00,2025-03-08 13:37:00,6.0,Morning Rush (8:00 AM - 10:00 AM),8
1827,Operations,Starbucks_3,Tea - Almond Milk - Regular Sugar - Medium - Extra Shot,Morning,Summer,Large - Oat Milk - Extra Sweetener - Extra Shot,Office_B,Starbucks_2,2025-03-08 09:44:00,2025-03-08 09:57:00,7.0,Late Afternoon (2:00 PM - 4:00 PM),9
1828,Finance,Starbucks_3,Mocha - Almond Milk - Sweetener - Small - None,Evening,Spring,Medium - Regular - No Sugar - Flavored Syrup,Office_B,Starbucks_2,2025-03-08 17:19:00,2025-03-08 17:29:00,3.0,Late Afternoon (2:00 PM - 4:00 PM),5
1829,Marketing,Starbucks_3,,Afternoon,Summer,Large - Oat Milk - No Sugar - Flavored Syrup,Office_B,Starbucks_2,2025-03-08 12:01:00,2025-03-08 12:18:00,5.0,Morning Rush (8:00 AM - 10:00 AM),6
1830,Engineering,Starbucks_3,Coffee - Regular - Extra Sweetener - Large - Extra Shot,Evening,Fall,Medium - Oat Milk - No Sugar - Extra Shot,Office_D,Starbucks_2,2025-03-08 16:12:00,2025-03-08 16:18:00,6.0,Morning Rush (8:00 AM - 10:00 AM),8
1831,HR,Starbucks_3,Latte - Soy Milk - Sweetener - Medium - Caramel Drizzle,Morning,Fall,Large - Almond Milk - Regular Sugar - Extra Shot,Office_B,Starbucks_2,2025-03-08 07:38:00,2025-03-08 07:49:00,5.0,Late Afternoon (2:00 PM - 4:00 PM),7
1832,Support,Starbucks_2,Coffee - Almond Milk - Extra Sweetener - Large - Caramel Drizzle,Afternoon,Winter,Medium - Regular - No Sugar - Extra Shot,Office_D,Starbucks_2,2025-03-08 12:58:00,2025-03-08 13:10:00,4.0,Late Afternoon (2:00 PM - 4:00 PM),6
1833,Support,Starbucks_1,Tea - Regular - Sweetener - Medium - Caramel Drizzle,Afternoon,,Small - Almond Milk - Sweetener - None,Office_D,Starbucks_1,2025-03-08 13:49:00,2025-03-08 14:06:00,,Afternoon (12:00 PM - 2:00 PM),7
1834,HR,Starbucks_1,Cappuccino - Soy Milk - No Sugar - Large - Caramel Drizzle,Afternoon,Summer,Medium - Almond Milk - No Sugar - None,Office_C,Starbucks_1,2025-03-08 12:19:00,2025-03-08 12:34:00,5.0,Morning Rush (8:00 AM - 10:00 AM),7
1835,Operations,Starbucks_2,Iced Coffee - Soy Milk - Sweetener - Medium - Flavored Syrup,Morning,Fall,Small - Soy Milk - Extra Sweetener - None,Office_C,Starbucks_3,2025-03-08 08:54:00,2025-03-08 09:08:00,5.0,Late Afternoon (2:00 PM - 4:00 PM),6
1836,Finance,Starbucks_3,Latte - Coconut Milk - Extra Sweetener - Small - Caramel Drizzle,Morning,Summer,Large - Regular - Extra Sweetener - Extra Shot,Office_B,Starbucks_3,2025-03-08 08:35:00,2025-03-08 08:43:00,3.0,Late Afternoon (2:00 PM - 4:00 PM),4
1837,Sales,Starbucks_1,Iced Coffee - Coconut Milk - Sweetener - Small - Caramel Drizzle,Morning,Winter,Small - Soy Milk - No Sugar - Flavored Syrup,Office_D,Starbucks_1,2025-03-08 08:15:00,2025-03-08 08:22:00,3.0,Late Afternoon (2:00 PM - 4:00 PM),4
1838,Engineering,Starbucks_2,Tea - Regular - Sweetener - Medium - Flavored Syrup,Afternoon,Spring,Large - Almond Milk - Sweetener - Flavored Syrup,Office_C,Starbucks_2,2025-03-08 13:00:00,2025-03-08 13:05:00,5.0,Morning Rush (8:00 AM - 10:00 AM),6
1839,Engineering,Starbucks_2,Mocha - Regular - No Sugar - Large - None,Morning,Fall,Small - Regular - Sweetener - Extra Shot,Office_E,Starbucks_3,2025-03-08 08:13:00,2025-03-08 08:18:00,4.0,Midday (10:00 AM - 12:00 PM),5
1840,Operations,Starbucks_1,Tea - Soy Milk - Regular Sugar - Medium - Caramel Drizzle,Evening,Fall,Medium - Almond Milk - Regular Sugar - None,Office_B,Starbucks_2,2025-03-08 17:26:00,,4.0,Late Afternoon (2:00 PM - 4:00 PM),5
1841,Sales,Starbucks_1,Cappuccino - Almond Milk - Extra Sweetener - Small - Caramel Drizzle,Evening,Summer,Medium - Almond Milk - Extra Sweetener - Extra Shot,Office_A,Starbucks_1,2025-03-08 16:16:00,2025-03-08 16:23:00,4.0,Afternoon (12:00 PM - 2:00 PM),5
1842,Finance,Starbucks_3,Cappuccino - Regular - Sweetener - Large - Caramel Drizzle,Afternoon,Fall,Large - Almond Milk - Extra Sweetener - Flavored Syrup,Office_E,Starbucks_1,2025-03-08 12:15:00,2025-03-08 12:30:00,4.0,Late Afternoon (2:00 PM - 4:00 PM),5
1843,HR,Starbucks_3,Frappuccino - Oat Milk - Sweetener - Medium - Caramel Drizzle,Evening,Spring,Small - Oat Milk - Regular Sugar - Flavored Syrup,Office_C,Starbucks_2,2025-03-08 17:08:00,2025-03-08 17:22:00,5.0,Midday (10:00 AM - 12:00 PM),7
