worker_id,department,location,order_detail,shift,season,detailed_order,office_location,assigned_starbucks,adjusted_order_time,adjusted_pickup_time,prep_time_minutes,time_slot,expected_wait_time_minutes
1692,Operations,Starbucks_2,Espresso - No Sugar Regular,Evening,Spring,Small - Soy Milk - Regular Sugar - None,Office_A,Starbucks_3,08-03-2025 17:35,08-03-2025 17:48,3,Late Afternoon (2:00 PM - 4:00 PM),5
1693,Operations,Starbucks_1,Iced Coffee - Soy Milk No Sugar,Afternoon,Winter,Medium - Regular - Regular Sugar - Extra Shot,Office_C,Starbucks_1,08-03-2025 12:05,08-03-2025 12:11,5,Afternoon (12:00 PM - 2:00 PM),7
1694,Sales,Starbucks_3,Iced Coffee - Small No Sugar,Afternoon,Spring,Large - Almond Milk - Extra Sweetener - None,Office_C,Starbucks_3,08-03-2025 12:12,08-03-2025 12:26,5,Afternoon (12:00 PM - 2:00 PM),7
1695,Sales,Starbucks_1,Mocha - Medium Large,Evening,Fall,Large - Soy Milk - No Sugar - None,Office_C,Starbucks_2,08-03-2025 16:21,08-03-2025 16:32,4,Late Afternoon (2:00 PM - 4:00 PM),5
1696,HR,Starbucks_2,Latte - Regular No Sugar,Afternoon,Summer,Small - Almond Milk - Extra Sweetener - Flavored Syrup,Office_C,Starbucks_2,08-03-2025 13:38,08-03-2025 13:48,7,Afternoon (12:00 PM - 2:00 PM),8
1697,Engineering,Starbucks_3,Mocha - Regular Medium,Evening,Fall,Medium - Almond Milk - No Sugar - Flavored Syrup,Office_C,Starbucks_3,08-03-2025 17:37,08-03-2025 17:47,7,Late Afternoon (2:00 PM - 4:00 PM),8
1698,Sales,Starbucks_2,Iced Coffee - Almond Milk Small,Evening,Fall,Small - Almond Milk - No Sugar - Extra Shot,Office_A,Starbucks_1,08-03-2025 17:12,08-03-2025 17:23,7,Late Afternoon (2:00 PM - 4:00 PM),9
1699,Support,Starbucks_2,Mocha - Extra Shot Oat Milk,Morning,Winter,Small - Soy Milk - Sweetener - None,Office_A,Starbucks_2,08-03-2025 08:05,08-03-2025 08:11,3,Morning Rush (8:00 AM - 10:00 AM),4
1700,Sales,Starbucks_3,Coffee - Large Small,Morning,Winter,Small - Regular - No Sugar - Extra Shot,Office_C,Starbucks_2,08-03-2025 09:34,08-03-2025 09:53,7,Morning Rush (8:00 AM - 10:00 AM),9
1701,Finance,Starbucks_2,Iced Coffee - Extra Shot Almond Milk,Morning,Fall,Large - Almond Milk - Sweetener - Flavored Syrup,Office_C,Starbucks_2,08-03-2025 08:13,08-03-2025 08:24,5,Morning Rush (8:00 AM - 10:00 AM),7
1702,Marketing,Starbucks_2,Tea - Almond Milk Medium,Evening,Winter,Small - Oat Milk - Extra Sweetener - Flavored Syrup,Office_A,Starbucks_3,08-03-2025 16:08,08-03-2025 16:27,5,Late Afternoon (2:00 PM - 4:00 PM),6
1703,Support,Starbucks_2,Espresso - Almond Milk Small,Afternoon,Fall,Small - Almond Milk - Extra Sweetener - Extra Shot,Office_A,Starbucks_2,08-03-2025 13:04,08-03-2025 13:16,6,Afternoon (12:00 PM - 2:00 PM),8
1704,Support,Starbucks_2,Latte - Regular Soy Milk,Evening,Spring,Medium - Regular - Regular Sugar - Extra Shot,Office_C,Starbucks_2,08-03-2025 17:17,08-03-2025 17:23,6,Late Afternoon (2:00 PM - 4:00 PM),7
1705,Finance,Starbucks_2,Latte - Small Oat Milk,Afternoon,Winter,Small - Soy Milk - Extra Sweetener - Flavored Syrup,Office_B,Starbucks_2,08-03-2025 13:42,08-03-2025 13:51,7,Afternoon (12:00 PM - 2:00 PM),9
1706,Finance,Starbucks_2,Tea - Almond Milk Large,Evening,Summer,Large - Soy Milk - Regular Sugar - None,Office_D,Starbucks_2,08-03-2025 17:17,08-03-2025 17:34,5,Late Afternoon (2:00 PM - 4:00 PM),7
1707,Operations,Starbucks_2,Coffee - Large No Sugar,Morning,Fall,Small - Almond Milk - No Sugar - None,Office_B,Starbucks_2,08-03-2025 08:17,08-03-2025 08:24,3,Morning Rush (8:00 AM - 10:00 AM),4
1708,Engineering,Starbucks_2,Cappuccino - Regular Soy Milk,Evening,Winter,Small - Almond Milk - Extra Sweetener - Flavored Syrup,Office_B,Starbucks_1,08-03-2025 16:05,08-03-2025 16:22,7,Late Afternoon (2:00 PM - 4:00 PM),8
1709,Marketing,Starbucks_2,Latte - Soy Milk Large,Evening,Winter,Small - Soy Milk - Sweetener - Flavored Syrup,Office_E,Starbucks_3,08-03-2025 17:16,08-03-2025 17:25,7,Late Afternoon (2:00 PM - 4:00 PM),8
1710,HR,Starbucks_1,Mocha - No Sugar Soy Milk,Evening,Winter,Medium - Oat Milk - Extra Sweetener - None,Office_D,Starbucks_1,08-03-2025 17:20,08-03-2025 17:33,4,Late Afternoon (2:00 PM - 4:00 PM),6
1711,Support,Starbucks_1,Iced Coffee - No Sugar Medium,Afternoon,Fall,Small - Oat Milk - No Sugar - Extra Shot,Office_C,Starbucks_3,08-03-2025 12:40,08-03-2025 12:46,6,Afternoon (12:00 PM - 2:00 PM),8
1712,HR,Starbucks_2,Cappuccino - Small Extra Shot,Afternoon,Summer,Medium - Regular - Extra Sweetener - None,Office_C,Starbucks_3,08-03-2025 13:15,08-03-2025 13:32,4,Afternoon (12:00 PM - 2:00 PM),6
1713,Sales,Starbucks_1,Cappuccino - Large Regular,Morning,Spring,Small - Regular - Extra Sweetener - None,Office_B,Starbucks_2,08-03-2025 08:24,08-03-2025 08:43,4,Morning Rush (8:00 AM - 10:00 AM),6
1714,Sales,Starbucks_3,Iced Coffee - Extra Shot Oat Milk,Evening,Spring,Medium - Almond Milk - No Sugar - Extra Shot,Office_E,Starbucks_3,08-03-2025 17:36,08-03-2025 17:51,7,Late Afternoon (2:00 PM - 4:00 PM),9
1715,HR,Starbucks_1,Latte - Small No Sugar,Morning,Spring,Medium - Regular - Regular Sugar - Extra Shot,Office_B,Starbucks_1,08-03-2025 08:57,08-03-2025 09:09,6,Morning Rush (8:00 AM - 10:00 AM),8
1716,Sales,Starbucks_2,Latte - Medium Large,Evening,Fall,Small - Oat Milk - Extra Sweetener - None,Office_A,Starbucks_1,08-03-2025 17:05,08-03-2025 17:22,4,Late Afternoon (2:00 PM - 4:00 PM),5
1717,Engineering,Starbucks_2,Tea - Small Oat Milk,Morning,Summer,Medium - Regular - Regular Sugar - Extra Shot,Office_B,Starbucks_1,08-03-2025 09:44,08-03-2025 09:49,6,Morning Rush (8:00 AM - 10:00 AM),7
1718,Finance,Starbucks_1,Coffee - Oat Milk Small,Morning,Winter,Medium - Almond Milk - No Sugar - Flavored Syrup,Office_B,Starbucks_2,08-03-2025 09:12,08-03-2025 09:21,6,Morning Rush (8:00 AM - 10:00 AM),8
1719,Sales,Starbucks_2,Tea - Small Extra Shot,Afternoon,Summer,Large - Regular - Sweetener - Flavored Syrup,Office_A,Starbucks_1,08-03-2025 12:16,08-03-2025 12:27,5,Afternoon (12:00 PM - 2:00 PM),6
1720,Operations,Starbucks_3,Tea - Small No Sugar,Afternoon,Spring,Medium - Soy Milk - No Sugar - None,Office_A,Starbucks_2,08-03-2025 12:13,08-03-2025 12:21,4,Afternoon (12:00 PM - 2:00 PM),6
1721,Sales,Starbucks_3,Mocha - Small Medium,Evening,Summer,Large - Regular - Sweetener - Flavored Syrup,Office_B,Starbucks_1,08-03-2025 16:26,08-03-2025 16:31,6,Late Afternoon (2:00 PM - 4:00 PM),7
1722,Marketing,Starbucks_2,Mocha - Oat Milk Soy Milk,Afternoon,Fall,Small - Oat Milk - No Sugar - Flavored Syrup,Office_E,Starbucks_3,08-03-2025 13:17,08-03-2025 13:28,5,Afternoon (12:00 PM - 2:00 PM),6
1723,Engineering,Starbucks_3,Mocha - Soy Milk Almond Milk,Evening,Fall,Large - Oat Milk - No Sugar - Flavored Syrup,Office_A,Starbucks_3,08-03-2025 17:15,08-03-2025 17:32,6,Late Afternoon (2:00 PM - 4:00 PM),8
1724,Marketing,Starbucks_3,Cappuccino - Extra Shot Oat Milk,Evening,Spring,Small - Regular - Sweetener - Extra Shot,Office_D,Starbucks_2,08-03-2025 17:54,08-03-2025 18:07,5,Late Afternoon (2:00 PM - 4:00 PM),6
1725,Marketing,Starbucks_1,Tea - Regular Oat Milk,Afternoon,Summer,Small - Soy Milk - Regular Sugar - Extra Shot,Office_A,Starbucks_3,08-03-2025 12:41,08-03-2025 12:49,5,Afternoon (12:00 PM - 2:00 PM),7
1726,Operations,Starbucks_3,Iced Coffee - Almond Milk Small,Evening,Summer,Small - Regular - Extra Sweetener - Extra Shot,Office_C,Starbucks_1,08-03-2025 16:02,08-03-2025 16:11,6,Late Afternoon (2:00 PM - 4:00 PM),7
1727,Engineering,Starbucks_1,Coffee - Small Medium,Evening,Winter,Small - Oat Milk - Regular Sugar - Flavored Syrup,Office_A,Starbucks_2,08-03-2025 16:20,08-03-2025 16:39,6,Late Afternoon (2:00 PM - 4:00 PM),8
1728,Engineering,Starbucks_2,Tea - Extra Shot Soy Milk,Evening,Fall,Medium - Almond Milk - Sweetener - None,Office_A,Starbucks_2,08-03-2025 17:45,08-03-2025 17:59,4,Late Afternoon (2:00 PM - 4:00 PM),5
1729,Engineering,Starbucks_1,Espresso - Regular Soy Milk,Afternoon,Winter,Large - Soy Milk - No Sugar - Flavored Syrup,Office_D,Starbucks_1,08-03-2025 12:59,08-03-2025 13:18,7,Afternoon (12:00 PM - 2:00 PM),9
1730,Engineering,Starbucks_2,Tea - Extra Shot Large,Afternoon,Summer,Medium - Almond Milk - Sweetener - None,Office_E,Starbucks_2,08-03-2025 12:37,08-03-2025 12:55,5,Afternoon (12:00 PM - 2:00 PM),6
1731,Engineering,Starbucks_2,Iced Coffee - Small Large,Afternoon,Summer,Medium - Almond Milk - Regular Sugar - Flavored Syrup,Office_B,Starbucks_1,08-03-2025 12:47,08-03-2025 12:55,6,Afternoon (12:00 PM - 2:00 PM),7
1732,Operations,Starbucks_2,Iced Coffee - Medium Large,Afternoon,Winter,Large - Regular - Sweetener - Flavored Syrup,Office_D,Starbucks_3,08-03-2025 12:44,08-03-2025 12:59,5,Afternoon (12:00 PM - 2:00 PM),6
1733,Sales,Starbucks_2,Mocha - Small Regular,Afternoon,Winter,Medium - Almond Milk - No Sugar - Extra Shot,Office_D,Starbucks_3,08-03-2025 12:27,08-03-2025 12:41,6,Afternoon (12:00 PM - 2:00 PM),7
1734,Marketing,Starbucks_2,Mocha - Large Regular,Afternoon,Summer,Small - Oat Milk - Extra Sweetener - Flavored Syrup,Office_D,Starbucks_1,08-03-2025 12:29,08-03-2025 12:43,7,Afternoon (12:00 PM - 2:00 PM),8
1735,Engineering,Starbucks_1,Espresso - Medium No Sugar,Morning,Summer,Large - Oat Milk - No Sugar - Flavored Syrup,Office_E,Starbucks_1,08-03-2025 09:13,08-03-2025 09:28,5,Morning Rush (8:00 AM - 10:00 AM),6
1736,Support,Starbucks_2,Espresso - Oat Milk Soy Milk,Evening,Winter,Medium - Regular - Sweetener - Extra Shot,Office_B,Starbucks_2,08-03-2025 16:50,08-03-2025 16:59,7,Late Afternoon (2:00 PM - 4:00 PM),8
1737,Sales,Starbucks_3,Latte - Extra Shot Medium,Afternoon,Spring,Large - Soy Milk - Sweetener - None,Office_A,Starbucks_1,08-03-2025 12:00,08-03-2025 12:15,5,Afternoon (12:00 PM - 2:00 PM),7
1738,Sales,Starbucks_3,Iced Coffee - Large Medium,Evening,Winter,Large - Almond Milk - No Sugar - None,Office_C,Starbucks_2,08-03-2025 16:56,08-03-2025 17:08,5,Late Afternoon (2:00 PM - 4:00 PM),6
1739,Marketing,Starbucks_2,Cappuccino - Extra Shot No Sugar,Morning,Fall,Small - Soy Milk - No Sugar - None,Office_D,Starbucks_3,08-03-2025 09:27,08-03-2025 09:37,3,Morning Rush (8:00 AM - 10:00 AM),4
1740,Operations,Starbucks_3,Mocha - Medium Oat Milk,Morning,Fall,Large - Almond Milk - Sweetener - Flavored Syrup,Office_B,Starbucks_1,08-03-2025 09:20,08-03-2025 09:30,6,Morning Rush (8:00 AM - 10:00 AM),7
1741,HR,Starbucks_1,Cappuccino - Small Regular,Morning,Fall,Large - Oat Milk - Regular Sugar - Extra Shot,Office_E,Starbucks_3,08-03-2025 09:21,08-03-2025 09:28,7,Morning Rush (8:00 AM - 10:00 AM),8
1742,HR,Starbucks_1,Espresso - No Sugar Small,Afternoon,Spring,Medium - Soy Milk - Extra Sweetener - None,Office_E,Starbucks_2,08-03-2025 13:06,08-03-2025 13:15,5,Afternoon (12:00 PM - 2:00 PM),6
1743,Sales,Starbucks_2,Latte - Regular Almond Milk,Afternoon,Fall,Small - Oat Milk - Extra Sweetener - None,Office_B,Starbucks_1,08-03-2025 13:52,08-03-2025 13:59,4,Afternoon (12:00 PM - 2:00 PM),5
1744,Finance,Starbucks_2,Latte - Large Oat Milk,Morning,Spring,Medium - Almond Milk - Extra Sweetener - Flavored Syrup,Office_D,Starbucks_1,08-03-2025 08:13,08-03-2025 08:23,5,Morning Rush (8:00 AM - 10:00 AM),7
1745,Finance,Starbucks_2,Espresso - Regular Large,Evening,Summer,Medium - Regular - No Sugar - Extra Shot,Office_C,Starbucks_3,08-03-2025 17:35,08-03-2025 17:45,5,Late Afternoon (2:00 PM - 4:00 PM),7
1746,Marketing,Starbucks_3,Coffee - Large Regular,Afternoon,Fall,Large - Regular - Regular Sugar - Flavored Syrup,Office_E,Starbucks_1,08-03-2025 13:17,08-03-2025 13:22,5,Afternoon (12:00 PM - 2:00 PM),6
1747,HR,Starbucks_3,Iced Coffee - Small No Sugar,Morning,Spring,Large - Oat Milk - No Sugar - Extra Shot,Office_A,Starbucks_2,08-03-2025 08:45,08-03-2025 08:50,7,Morning Rush (8:00 AM - 10:00 AM),8
1748,Sales,Starbucks_1,Mocha - Oat Milk Large,Evening,Summer,Large - Regular - Extra Sweetener - Extra Shot,Office_E,Starbucks_3,08-03-2025 17:26,08-03-2025 17:45,5,Late Afternoon (2:00 PM - 4:00 PM),6
1749,Operations,Starbucks_3,Cappuccino - Oat Milk Small,Afternoon,Winter,Medium - Regular - Extra Sweetener - Extra Shot,Office_C,Starbucks_1,08-03-2025 12:01,08-03-2025 12:08,7,Afternoon (12:00 PM - 2:00 PM),8
1750,HR,Starbucks_1,Iced Coffee - Soy Milk Almond Milk,Morning,Summer,Small - Almond Milk - Regular Sugar - Extra Shot,Office_B,Starbucks_1,08-03-2025 07:10,08-03-2025 07:19,7,Late Afternoon (2:00 PM - 4:00 PM),9
1751,Sales,Starbucks_3,Coffee - Extra Shot Almond Milk,Morning,Summer,Small - Soy Milk - Extra Sweetener - Flavored Syrup,Office_B,Starbucks_2,08-03-2025 08:02,08-03-2025 08:19,7,Morning Rush (8:00 AM - 10:00 AM),8
1752,Sales,Starbucks_1,Tea - Large Soy Milk,Evening,Spring,Small - Regular - Extra Sweetener - Extra Shot,Office_D,Starbucks_3,08-03-2025 16:58,08-03-2025 17:17,7,Late Afternoon (2:00 PM - 4:00 PM),9
1753,Engineering,Starbucks_2,Cappuccino - Extra Shot Large,Morning,Summer,Medium - Almond Milk - Extra Sweetener - None,Office_E,Starbucks_2,08-03-2025 07:50,08-03-2025 08:00,4,Late Afternoon (2:00 PM - 4:00 PM),5
1754,Operations,Starbucks_3,Latte - Extra Shot Almond Milk,Morning,Summer,Medium - Soy Milk - Extra Sweetener - None,Office_A,Starbucks_2,08-03-2025 09:49,08-03-2025 09:57,5,Morning Rush (8:00 AM - 10:00 AM),6
1755,Engineering,Starbucks_1,Tea - Extra Shot No Sugar,Evening,Spring,Large - Soy Milk - No Sugar - Flavored Syrup,Office_D,Starbucks_3,08-03-2025 17:23,08-03-2025 17:38,5,Late Afternoon (2:00 PM - 4:00 PM),7
1756,Marketing,Starbucks_3,Cappuccino - Medium Oat Milk,Morning,Winter,Small - Almond Milk - Extra Sweetener - None,Office_B,Starbucks_3,08-03-2025 09:30,08-03-2025 09:47,3,Morning Rush (8:00 AM - 10:00 AM),5
1757,Engineering,Starbucks_2,Tea - Medium Almond Milk,Afternoon,Winter,Large - Oat Milk - Extra Sweetener - Extra Shot,Office_C,Starbucks_2,08-03-2025 13:57,08-03-2025 14:07,6,Afternoon (12:00 PM - 2:00 PM),7
1758,Support,Starbucks_1,Mocha - Extra Shot Oat Milk,Morning,Winter,Small - Soy Milk - No Sugar - None,Office_C,Starbucks_3,08-03-2025 07:00,08-03-2025 07:05,4,Late Afternoon (2:00 PM - 4:00 PM),5
1759,Engineering,Starbucks_3,Espresso - Extra Shot Soy Milk,Evening,Summer,Large - Oat Milk - Extra Sweetener - Extra Shot,Office_A,Starbucks_1,08-03-2025 17:19,08-03-2025 17:27,7,Late Afternoon (2:00 PM - 4:00 PM),9
1760,Support,Starbucks_3,Tea - Almond Milk Extra Shot,Afternoon,Winter,Large - Soy Milk - Sweetener - Flavored Syrup,Office_D,Starbucks_1,08-03-2025 12:36,08-03-2025 12:55,5,Afternoon (12:00 PM - 2:00 PM),6
1761,HR,Starbucks_2,Cappuccino - No Sugar Regular,Afternoon,Winter,Small - Regular - Regular Sugar - None,Office_A,Starbucks_3,08-03-2025 12:09,08-03-2025 12:24,3,Afternoon (12:00 PM - 2:00 PM),5
1762,Finance,Starbucks_2,Espresso - Medium Extra Shot,Evening,Fall,Medium - Almond Milk - Regular Sugar - Flavored Syrup,Office_A,Starbucks_3,08-03-2025 17:18,08-03-2025 17:37,7,Late Afternoon (2:00 PM - 4:00 PM),8
1763,Sales,Starbucks_1,Cappuccino - Small Almond Milk,Afternoon,Fall,Medium - Soy Milk - Regular Sugar - Extra Shot,Office_E,Starbucks_2,08-03-2025 12:38,08-03-2025 12:54,6,Afternoon (12:00 PM - 2:00 PM),7
1764,Support,Starbucks_3,Latte - Regular Medium,Afternoon,Spring,Large - Oat Milk - Extra Sweetener - Flavored Syrup,Office_C,Starbucks_1,08-03-2025 13:25,08-03-2025 13:31,7,Afternoon (12:00 PM - 2:00 PM),8
1765,Operations,Starbucks_3,Espresso - Soy Milk Large,Evening,Winter,Small - Soy Milk - No Sugar - Flavored Syrup,Office_E,Starbucks_2,08-03-2025 17:56,08-03-2025 18:04,6,Late Afternoon (2:00 PM - 4:00 PM),7
1766,Engineering,Starbucks_2,Espresso - Small Extra Shot,Evening,Fall,Medium - Soy Milk - No Sugar - Extra Shot,Office_A,Starbucks_1,08-03-2025 16:46,08-03-2025 17:01,7,Late Afternoon (2:00 PM - 4:00 PM),8
1767,Support,Starbucks_2,Tea - Medium Almond Milk,Afternoon,Summer,Small - Almond Milk - Regular Sugar - Flavored Syrup,Office_E,Starbucks_1,08-03-2025 13:17,08-03-2025 13:27,5,Afternoon (12:00 PM - 2:00 PM),6
1768,Operations,Starbucks_1,Mocha - No Sugar Regular,Evening,Summer,Medium - Oat Milk - Sweetener - None,Office_A,Starbucks_3,08-03-2025 17:55,08-03-2025 18:08,5,Late Afternoon (2:00 PM - 4:00 PM),7
1769,Finance,Starbucks_3,Espresso - Extra Shot Soy Milk,Morning,Winter,Large - Oat Milk - Regular Sugar - None,Office_A,Starbucks_2,08-03-2025 08:17,08-03-2025 08:25,4,Morning Rush (8:00 AM - 10:00 AM),6
1770,Finance,Starbucks_3,Cappuccino - No Sugar Regular,Afternoon,Fall,Small - Regular - Extra Sweetener - Flavored Syrup,Office_D,Starbucks_1,08-03-2025 13:25,08-03-2025 13:43,5,Afternoon (12:00 PM - 2:00 PM),7
1771,Engineering,Starbucks_1,Espresso - No Sugar Small,Morning,Spring,Large - Almond Milk - Sweetener - Flavored Syrup,Office_D,Starbucks_3,08-03-2025 09:02,08-03-2025 09:20,6,Morning Rush (8:00 AM - 10:00 AM),7
1772,Marketing,Starbucks_1,Espresso - Almond Milk Extra Shot,Afternoon,Winter,Small - Regular - Extra Sweetener - Flavored Syrup,Office_A,Starbucks_3,08-03-2025 13:03,08-03-2025 13:22,5,Afternoon (12:00 PM - 2:00 PM),6
1773,Engineering,Starbucks_2,Latte - Oat Milk Almond Milk,Morning,Spring,Medium - Regular - Extra Sweetener - Flavored Syrup,Office_C,Starbucks_2,08-03-2025 08:27,08-03-2025 08:36,6,Morning Rush (8:00 AM - 10:00 AM),7
1774,HR,Starbucks_2,Iced Coffee - Medium No Sugar,Afternoon,Winter,Medium - Oat Milk - Extra Sweetener - Extra Shot,Office_C,Starbucks_3,08-03-2025 13:06,08-03-2025 13:25,5,Afternoon (12:00 PM - 2:00 PM),6
1775,Support,Starbucks_1,Mocha - Oat Milk Extra Shot,Afternoon,Summer,Small - Oat Milk - No Sugar - Flavored Syrup,Office_E,Starbucks_3,08-03-2025 12:42,08-03-2025 12:53,6,Afternoon (12:00 PM - 2:00 PM),7
1776,Sales,Starbucks_1,Espresso - Large Extra Shot,Morning,Summer,Small - Regular - No Sugar - Flavored Syrup,Office_B,Starbucks_2,08-03-2025 09:45,08-03-2025 09:54,7,Morning Rush (8:00 AM - 10:00 AM),9
1777,Marketing,Starbucks_3,Mocha - No Sugar Extra Shot,Morning,Fall,Small - Oat Milk - Sweetener - Extra Shot,Office_C,Starbucks_3,08-03-2025 08:42,08-03-2025 08:48,7,Morning Rush (8:00 AM - 10:00 AM),9
1778,Engineering,Starbucks_1,Tea - Extra Shot Almond Milk,Afternoon,Fall,Medium - Oat Milk - Regular Sugar - None,Office_E,Starbucks_3,08-03-2025 13:30,08-03-2025 13:35,4,Afternoon (12:00 PM - 2:00 PM),6
1779,Operations,Starbucks_1,Mocha - Regular No Sugar,Morning,Winter,Medium - Oat Milk - Extra Sweetener - None,Office_D,Starbucks_2,08-03-2025 07:45,08-03-2025 07:56,5,Late Afternoon (2:00 PM - 4:00 PM),7
1780,Marketing,Starbucks_3,Latte - Extra Shot Medium,Morning,Winter,Medium - Regular - Regular Sugar - None,Office_A,Starbucks_1,08-03-2025 07:14,08-03-2025 07:22,4,Late Afternoon (2:00 PM - 4:00 PM),6
1781,Support,Starbucks_1,Mocha - Small No Sugar,Afternoon,Spring,Large - Soy Milk - No Sugar - Flavored Syrup,Office_B,Starbucks_1,08-03-2025 12:54,08-03-2025 13:05,7,Afternoon (12:00 PM - 2:00 PM),8
1782,Marketing,Starbucks_2,Iced Coffee - Almond Milk No Sugar,Morning,Summer,Medium - Oat Milk - Extra Sweetener - Flavored Syrup,Office_D,Starbucks_2,08-03-2025 07:39,08-03-2025 07:44,7,Late Afternoon (2:00 PM - 4:00 PM),9
1783,Support,Starbucks_2,Coffee - Almond Milk Small,Afternoon,Summer,Large - Soy Milk - Sweetener - Extra Shot,Office_A,Starbucks_2,08-03-2025 12:58,08-03-2025 13:04,7,Afternoon (12:00 PM - 2:00 PM),8
1784,Engineering,Starbucks_3,Latte - Almond Milk Large,Afternoon,Winter,Small - Soy Milk - Extra Sweetener - None,Office_B,Starbucks_1,08-03-2025 12:46,08-03-2025 12:53,3,Afternoon (12:00 PM - 2:00 PM),5
1785,Support,Starbucks_1,Cappuccino - Medium Extra Shot,Afternoon,Spring,Large - Soy Milk - Sweetener - None,Office_C,Starbucks_3,08-03-2025 13:11,08-03-2025 13:30,5,Afternoon (12:00 PM - 2:00 PM),7
1786,Marketing,Starbucks_2,Mocha - Large Medium,Morning,Summer,Small - Regular - Sweetener - Extra Shot,Office_D,Starbucks_2,08-03-2025 08:34,08-03-2025 08:52,6,Morning Rush (8:00 AM - 10:00 AM),7
1787,Operations,Starbucks_2,Tea - Small Extra Shot,Afternoon,Winter,Large - Regular - Sweetener - Extra Shot,Office_A,Starbucks_2,08-03-2025 13:15,08-03-2025 13:32,6,Afternoon (12:00 PM - 2:00 PM),8
1788,Finance,Starbucks_2,Tea - Soy Milk Oat Milk,Afternoon,Winter,Small - Regular - Extra Sweetener - None,Office_D,Starbucks_3,08-03-2025 13:35,08-03-2025 13:48,4,Afternoon (12:00 PM - 2:00 PM),6
1789,Marketing,Starbucks_2,Iced Coffee - Regular Oat Milk,Morning,Fall,Small - Regular - Regular Sugar - Extra Shot,Office_B,Starbucks_3,08-03-2025 07:56,08-03-2025 08:07,5,Late Afternoon (2:00 PM - 4:00 PM),6
1790,Support,Starbucks_1,Cappuccino - Small Regular,Afternoon,Spring,Medium - Regular - No Sugar - Flavored Syrup,Office_D,Starbucks_2,08-03-2025 13:26,08-03-2025 13:33,6,Afternoon (12:00 PM - 2:00 PM),8
1791,Finance,Starbucks_1,Cappuccino - Regular Small,Morning,Fall,Medium - Regular - Regular Sugar - Flavored Syrup,Office_B,Starbucks_1,08-03-2025 07:55,08-03-2025 08:14,6,Late Afternoon (2:00 PM - 4:00 PM),7
1792,Support,Starbucks_1,Espresso - No Sugar Soy Milk,Evening,Winter,Medium - Oat Milk - No Sugar - None,Office_D,Starbucks_3,08-03-2025 16:06,08-03-2025 16:23,4,Late Afternoon (2:00 PM - 4:00 PM),6
1793,Operations,Starbucks_1,Latte - Soy Milk Large,Evening,Summer,Medium - Oat Milk - Regular Sugar - Flavored Syrup,Office_B,Starbucks_2,08-03-2025 16:08,08-03-2025 16:24,7,Late Afternoon (2:00 PM - 4:00 PM),9
1794,Support,Starbucks_2,Mocha - Oat Milk Soy Milk,Morning,Summer,Medium - Regular - No Sugar - None,Office_D,Starbucks_3,08-03-2025 07:58,08-03-2025 08:13,4,Late Afternoon (2:00 PM - 4:00 PM),5
1795,Engineering,Starbucks_3,Mocha - Almond Milk Soy Milk,Afternoon,Summer,Small - Soy Milk - Extra Sweetener - Extra Shot,Office_D,Starbucks_1,08-03-2025 13:42,08-03-2025 13:47,6,Afternoon (12:00 PM - 2:00 PM),8
1796,Sales,Starbucks_3,Cappuccino - Soy Milk Extra Shot,Evening,Spring,Small - Almond Milk - Regular Sugar - Extra Shot,Office_D,Starbucks_1,08-03-2025 16:34,08-03-2025 16:44,5,Late Afternoon (2:00 PM - 4:00 PM),7
1797,Marketing,Starbucks_2,Tea - No Sugar Regular,Evening,Spring,Large - Soy Milk - Regular Sugar - Flavored Syrup,Office_B,Starbucks_1,08-03-2025 17:35,08-03-2025 17:53,5,Late Afternoon (2:00 PM - 4:00 PM),7
1798,Sales,Starbucks_2,Mocha - No Sugar Extra Shot,Morning,Winter,Small - Regular - Regular Sugar - Flavored Syrup,Office_B,Starbucks_2,08-03-2025 09:14,08-03-2025 09:21,6,Morning Rush (8:00 AM - 10:00 AM),7
1799,Support,Starbucks_3,Iced Coffee - Regular Extra Shot,Morning,Summer,Small - Regular - Sweetener - Extra Shot,Office_B,Starbucks_3,08-03-2025 09:01,08-03-2025 09:11,6,Morning Rush (8:00 AM - 10:00 AM),7
1800,Operations,Starbucks_3,Iced Coffee - Soy Milk Oat Milk,Evening,Spring,Small - Soy Milk - No Sugar - None,Office_A,Starbucks_3,08-03-2025 17:41,08-03-2025 17:58,4,Late Afternoon (2:00 PM - 4:00 PM),5
1801,Marketing,Starbucks_2,Latte - No Sugar Extra Shot,Evening,Spring,Small - Almond Milk - Sweetener - Flavored Syrup,Office_D,Starbucks_2,08-03-2025 17:21,08-03-2025 17:37,7,Late Afternoon (2:00 PM - 4:00 PM),8
1802,Support,Starbucks_2,Coffee - Small Medium,Afternoon,Summer,Medium - Oat Milk - Regular Sugar - Extra Shot,Office_B,Starbucks_3,08-03-2025 13:05,08-03-2025 13:20,6,Afternoon (12:00 PM - 2:00 PM),7
1803,Finance,Starbucks_1,Coffee - No Sugar Regular,Afternoon,Fall,Medium - Almond Milk - Regular Sugar - None,Office_C,Starbucks_3,08-03-2025 13:41,08-03-2025 13:58,5,Afternoon (12:00 PM - 2:00 PM),7
1804,HR,Starbucks_1,Espresso - Regular Oat Milk,Morning,Spring,Small - Soy Milk - Extra Sweetener - None,Office_C,Starbucks_1,08-03-2025 08:14,08-03-2025 08:24,4,Morning Rush (8:00 AM - 10:00 AM),6
